Year,Round,SeasonRoundNumber,TeamID,Team,RatingAtt,RatingDef,RatingOverall,RankAtt,RankDef,RankOverall,Matches,Wins,Losses,Draws,For,Against,Percentage,Points,MR
2001,13,13,14,Syd,-3.52,1.108,-2.412,10,10,11,13,6,7,0,1222,1177,103.82,24,46.15384615384615
2001,13,13,15,WC,-17.496,-17.661,-35.157,16,16,16,13,3,10,0,979,1559,62.8,12,23.076923076923077
2001,13,13,16,WB,9.671,-4.828,4.842999999999999,3,12,7,13,7,6,0,1397,1422,98.24,28,53.84615384615385
2001,14,14,1,Adel,-6.809,3.295,-3.5140000000000002,14,7,12,14,7,7,0,1232,1345,91.6,28,50
2001,14,14,2,Bris,12.136,2.937,15.072999999999999,2,8,3,14,9,5,0,1574,1295,121.54,36,64.28571428571429
2001,14,14,3,Carl,7.072,10.498,17.57,5,2,2,14,9,5,0,1446,1134,127.51,36,64.28571428571429
2001,14,14,4,Coll,5.046,3.386,8.432,6,6,5,14,8,6,0,1476,1257,117.42,32,57.14285714285714
2001,14,14,5,Ess,16.473,14.282,30.755,1,1,1,14,12,2,0,1653,1100,150.27,48,85.71428571428571
2001,14,14,6,Frem,-17.201,-14.754,-31.955,15,15,15,14,0,14,0,1107,1599,69.23,0,0
2001,14,14,7,Geel,-5.73,8.997,3.2669999999999995,13,3,6,14,7,7,0,1241,1241,100,28,50
2001,14,14,8,Haw,-1.307,0.579,-0.728,9,11,11,14,10,4,0,1367,1279,106.88,40,71.42857142857143
2001,14,14,9,NM,1.432,0.889,2.3209999999999997,7,10,7,14,7,7,0,1295,1349,96,28,50
2001,14,14,10,Melb,-0.111,-6.697,-6.808,8,13,13,14,5,9,0,1297,1470,88.23,20,35.714285714285715
2001,14,14,11,Port,8.811,5.899,14.71,3,4,4,14,9,5,0,1569,1269,123.64,36,64.28571428571429
2001,14,14,12,Rich,-2.774,3.881,1.1069999999999998,11,5,9,14,9,5,0,1340,1268,105.68,36,64.28571428571429
2001,14,14,13,St K,-5.413,-14.558,-19.971,12,14,14,14,3,11,0,1273,1623,78.43,12,21.428571428571427
2001,14,14,14,Syd,-1.928,2.632,0.7040000000000002,10,9,10,14,7,7,0,1313,1258,104.37,28,50
2001,14,14,15,WC,-18.27,-14.875,-33.144999999999996,16,16,16,14,3,11,0,1030,1623,63.46,12,21.428571428571427
2001,14,14,16,WB,8.574,-6.393,2.181,4,12,8,14,7,7,0,1473,1576,93.46,28,50
2001,15,15,1,Adel,-4.04,7.156,3.1159999999999997,11,5,8,15,8,7,0,1388,1404,98.86,32,53.333333333333336
2001,15,15,2,Bris,13.548,4.79,18.338,2,7,2,15,10,5,0,1703,1398,121.82,40,66.66666666666666
2001,15,15,3,Carl,6.516,9.665,16.180999999999997,5,2,3,15,9,6,0,1557,1251,124.46,36,60
2001,15,15,4,Coll,3.193,1.974,5.167,6,9,5,15,8,7,0,1579,1386,113.92,32,53.333333333333336
2001,15,15,5,Ess,17.687,12.737,30.424,1,1,1,15,13,2,0,1780,1212,146.86,52,86.66666666666667
2001,15,15,6,Frem,-15.869,-15.657,-31.526,15,14,15,15,0,15,0,1192,1718,69.38,0,0
2001,15,15,7,Geel,-4.184,7.783,3.599,12,4,6,15,7,8,0,1353,1368,98.9,28,46.666666666666664
2001,15,15,8,Haw,-2.834,0.881,-1.953,10,10,12,15,10,5,0,1444,1377,104.87,40,66.66666666666666
2001,15,15,9,NM,2.932,0.403,3.335,7,11,7,15,8,7,0,1449,1459,99.31,32,53.333333333333336
2001,15,15,10,Melb,0.722,-6.141,-5.4190000000000005,8,12,13,15,6,9,0,1414,1581,89.44,24,40
2001,15,15,11,Port,7.351,8.336,15.687000000000001,4,3,4,15,10,5,0,1665,1321,126.04,40,66.66666666666666
2001,15,15,12,Rich,-5.211,5.34,0.12899999999999956,13,6,11,15,9,6,0,1392,1364,102.05,36,60
2001,15,15,13,St K,-9.274,-17.327,-26.601,14,16,14,15,3,12,0,1332,1779,74.87,12,20
2001,15,15,14,Syd,-2.23,4.159,1.9289999999999998,9,8,9,15,8,7,0,1411,1335,105.69,32,53.333333333333336
2001,15,15,15,WC,-17.783,-16.375,-34.158,16,15,16,15,3,12,0,1140,1777,64.15,12,20
2001,15,15,16,WB,9.477,-7.725,1.7520000000000007,3,13,10,15,8,7,0,1592,1661,95.85,32,53.333333333333336
2001,16,16,1,Adel,-6.588,7.241,0.6529999999999996,13,5,11,16,8,8,0,1444,1509,95.69,32,50
2001,16,16,2,Bris,12.498,7.028,19.526,2,6,2,16,11,5,0,1797,1458,123.25,44,68.75
2001,16,16,3,Carl,6.469,11.106,17.575,5,1,3,16,10,6,0,1688,1307,129.15,40,62.5
2001,16,16,4,Coll,0.624,-2.423,-1.799,8,11,12,16,8,8,0,1668,1530,109.02,32,50
2001,16,16,5,Ess,19.715,8.681,28.396,1,3,1,16,14,2,0,1951,1371,142.3,56,87.5
2001,16,16,6,Frem,-17.311,-15.61,-32.921,15,14,15,16,0,16,0,1248,1849,67.5,0,0
2001,16,16,7,Geel,-0.852,8.15,7.298,10,4,5,16,8,8,0,1503,1448,103.8,32,50
2001,16,16,8,Haw,1.563,3.45,5.013,7,9,7,16,11,5,0,1588,1466,108.32,44,68.75
2001,16,16,9,NM,6.988,-1.625,5.363,4,10,6,16,8,8,0,1608,1630,98.65,32,50
2001,16,16,10,Melb,0.541,-7.02,-6.478999999999999,9,13,13,16,6,10,0,1500,1708,87.82,24,37.5
2001,16,16,11,Port,5.113,9.385,14.498000000000001,6,2,4,16,10,6,0,1725,1415,121.91,40,62.5
2001,16,16,12,Rich,-4.332,5.522,1.1900000000000004,12,8,10,16,10,6,0,1519,1450,104.76,40,62.5
2001,16,16,13,St K,-12.096,-15.984,-28.08,14,15,14,16,3,13,0,1410,1891,74.56,12,18.75
2001,16,16,14,Syd,-2.316,6.707,4.391,11,7,8,16,9,7,0,1516,1391,108.99,36,56.25
2001,16,16,15,WC,-18.15,-19.706,-37.855999999999995,16,16,16,16,3,13,0,1220,1927,63.31,12,18.75
2001,16,16,16,WB,8.134,-4.903,3.2310000000000008,3,12,9,16,9,7,0,1704,1739,97.99,36,56.25
2001,17,17,1,Adel,-6.761,7.363,0.6020000000000003,13,5,11,17,9,8,0,1544,1593,96.92,36,52.94117647058824
2001,17,17,2,Bris,13.616,6.209,19.825,2,6,2,17,12,5,0,1933,1573,122.89,48,70.58823529411765
2001,17,17,3,Carl,7.097,11.155,18.252,5,1,3,17,10,7,0,1781,1403,126.94,40,58.82352941176471
2001,17,17,4,Coll,0.64,-2.577,-1.9369999999999998,8,10,12,17,9,8,0,1787,1620,110.31,36,52.94117647058824
2001,17,17,5,Ess,20.92,7.805,28.725,1,4,1,17,14,3,0,2048,1475,138.85,56,82.35294117647058
2001,17,17,6,Frem,-17.157,-15.626,-32.783,15,15,15,17,0,17,0,1338,1968,67.99,0,0
2001,17,17,7,Geel,-4.234,8.592,4.3580000000000005,12,2,6,17,9,8,0,1581,1514,104.43,36,52.94117647058824
2001,17,17,8,Haw,1.514,2.822,4.336,7,9,7,17,12,5,0,1684,1559,108.02,48,70.58823529411765
2001,17,17,9,NM,7.807,-2.742,5.065,3,11,5,17,8,9,0,1723,1766,97.57,32,47.05882352941176
2001,17,17,10,Melb,0.419,-6.846,-6.4270000000000005,9,13,13,17,6,11,0,1584,1808,87.61,24,35.294117647058826
2001,17,17,11,Port,5.989,8.181,14.169999999999998,6,3,4,17,11,6,0,1829,1512,120.97,44,64.70588235294117
2001,17,17,12,Rich,-3.602,5.951,2.3489999999999998,10,8,8,17,11,6,0,1621,1550,104.58,44,64.70588235294117
2001,17,17,13,St K,-12.538,-12.602,-25.14,14,14,14,17,3,14,0,1476,1969,74.96,12,17.647058823529413
2001,17,17,14,Syd,-3.977,5.995,2.0180000000000002,11,7,10,17,10,7,0,1599,1439,111.12,40,58.82352941176471
2001,17,17,15,WC,-17.438,-18.045,-35.483000000000004,16,16,16,17,3,14,0,1268,2010,63.08,12,17.647058823529413
2001,17,17,16,WB,7.705,-5.634,2.0709999999999997,4,12,9,17,9,8,0,1804,1841,97.99,36,52.94117647058824
2001,18,18,1,Adel,-6.41,7.422,1.0119999999999996,13,5,9,18,9,9,0,1643,1700,96.65,36,50
2001,18,18,2,Bris,15.782,5.497,21.279,2,8,2,18,13,5,0,2069,1676,123.45,52,72.22222222222221
2001,18,18,3,Carl,5.993,12.026,18.019,5,1,3,18,11,7,0,1883,1498,125.7,44,61.111111111111114
2001,18,18,4,Coll,-0.115,-0.731,-0.846,8,10,12,18,9,9,0,1838,1691,108.69,36,50
2001,18,18,5,Ess,20.049,8.909,28.958,1,2,1,18,14,4,0,2143,1577,135.89,56,77.77777777777779
2001,18,18,6,Frem,-15.668,-13.685,-29.353,16,14,15,18,1,17,0,1444,2058,70.17,4,5.555555555555555
2001,18,18,7,Geel,-4.675,8.896,4.221000000000001,11,3,6,18,9,9,0,1681,1617,103.96,36,50
2001,18,18,8,Haw,-0.427,1.334,0.907,9,9,10,18,12,6,0,1774,1665,106.55,48,66.66666666666666
2001,18,18,9,NM,6.553,-3.995,2.558,4,11,7,18,8,10,0,1759,1909,92.14,32,44.44444444444444
2001,18,18,10,Melb,0.115,-6.405,-6.29,7,12,13,18,7,11,0,1687,1908,88.42,28,38.88888888888889
2001,18,18,11,Port,5.931,7.83,13.761,6,4,4,18,12,6,0,1936,1611,120.17,48,66.66666666666666
2001,18,18,12,Rich,-5.448,6.707,1.2589999999999995,12,7,8,18,12,6,0,1692,1601,105.68,48,66.66666666666666
2001,18,18,13,St K,-14.515,-17.186,-31.701,15,16,16,18,3,15,0,1555,2140,72.66,12,16.666666666666664
2001,18,18,14,Syd,-2.725,7.248,4.523,10,6,5,18,11,7,0,1742,1475,118.1,44,61.111111111111114
2001,18,18,15,WC,-12.855,-16.068,-28.923000000000002,14,15,14,18,4,14,0,1439,2089,68.88,16,22.22222222222222
2001,18,18,16,WB,8.417,-7.8,0.617,3,13,11,18,9,9,0,1907,1977,96.46,36,50
2001,19,19,1,Adel,-5.342,10.949,5.607,12,2,7,19,10,9,0,1749,1753,99.77,40,52.63157894736842
2001,19,19,2,Bris,16.353,5.199,21.552,2,7,2,19,14,5,0,2197,1773,123.91,56,73.68421052631578
2001,19,19,3,Carl,2.465,10.957,13.422,7,1,3,19,11,8,0,1936,1604,120.7,44,57.89473684210527
2001,19,19,4,Coll,1.841,1.431,3.2720000000000002,8,10,9,19,10,9,0,1957,1768,110.69,40,52.63157894736842
2001,19,19,5,Ess,18.257,9.03,27.287,1,4,1,19,15,4,0,2222,1654,134.34,60,78.94736842105263
2001,19,19,6,Frem,-18.119,-14.28,-32.399,16,15,16,19,1,18,0,1508,2156,69.94,4,5.263157894736842
2001,19,19,7,Geel,-5.56,8.316,2.756000000000001,13,5,10,19,9,10,0,1763,1748,100.86,36,47.368421052631575
2001,19,19,8,Haw,2.87,2.915,5.785,6,9,6,19,13,6,0,1930,1736,111.18,52,68.42105263157895
2001,19,19,9,NM,7.133,-3.11,4.023,3,11,8,19,9,10,0,1890,1991,94.93,36,47.368421052631575
2001,19,19,10,Melb,-1.466,-9.703,-11.168999999999999,9,12,13,19,7,12,0,1758,2064,85.17,28,36.84210526315789
2001,19,19,11,Port,5.633,3.381,9.014,5,8,4,19,13,6,0,2061,1725,119.48,52,68.42105263157895
2001,19,19,12,Rich,-5.149,6.136,0.9870000000000001,11,6,11,19,12,7,0,1789,1729,103.47,48,63.1578947368421
2001,19,19,13,St K,-10.066,-16.888,-26.954,14,16,15,19,3,16,0,1669,2265,73.69,12,15.789473684210526
2001,19,19,14,Syd,-2.846,9.04,6.193999999999999,10,3,5,19,11,8,0,1819,1554,117.05,44,57.89473684210527
2001,19,19,15,WC,-12.259,-13.617,-25.876,15,14,14,19,5,14,0,1537,2153,71.39,20,26.31578947368421
2001,19,19,16,WB,6.255,-9.757,-3.502,4,13,12,19,9,10,0,1984,2096,94.66,36,47.368421052631575
2001,20,20,1,Adel,-2.217,11.647,9.43,10,1,5,20,11,9,0,1911,1853,103.13,44,55.00000000000001
2001,20,20,2,Bris,15.441,5.072,20.513,2,8,2,20,15,5,0,2335,1860,125.54,60,75
2001,20,20,3,Carl,4.091,10.976,15.067,6,2,3,20,12,8,0,2084,1708,122.01,48,60
2001,20,20,4,Coll,0.196,1.97,2.166,8,9,8,20,10,10,0,2044,1875,109.01,40,50
2001,20,20,5,Ess,17.718,10.676,28.394,1,3,1,20,16,4,0,2329,1741,133.77,64,80
2001,20,20,6,Frem,-17.992,-13.368,-31.36,16,14,16,20,1,19,0,1595,2294,69.53,4,5
2001,20,20,7,Geel,-7.542,8.707,1.165000000000001,13,4,9,20,9,11,0,1832,1847,99.19,36,45
2001,20,20,8,Haw,-1.179,0.456,-0.7230000000000001,9,10,12,20,13,7,0,2009,1861,107.95,52,65
2001,20,20,9,NM,6.435,-6.234,0.20099999999999962,4,12,11,20,9,11,0,1990,2153,92.43,36,45
2001,20,20,10,Melb,1.803,-7.89,-6.087,7,13,13,20,8,12,0,1889,2162,87.37,32,40
2001,20,20,11,Port,5.242,5.363,10.605,5,7,4,20,14,6,0,2160,1794,120.4,56,70
2001,20,20,12,Rich,-3.509,6.335,2.826,11,5,7,20,13,7,0,1927,1802,106.94,52,65
2001,20,20,13,St K,-10.085,-18.514,-28.599,14,16,15,20,3,17,0,1773,2413,73.48,12,15
2001,20,20,14,Syd,-4.659,5.77,1.1109999999999998,12,6,10,20,11,9,0,1917,1685,113.77,44,55.00000000000001
2001,20,20,15,WC,-12.457,-15.258,-27.715,15,15,14,20,5,15,0,1610,2291,70.27,20,25
2001,20,20,16,WB,8.715,-5.708,3.0069999999999997,3,11,6,20,10,10,0,2109,2175,96.97,40,50
2001,21,21,1,Adel,-1.89,13.682,11.792,9,1,5,21,12,9,0,2002,1906,105.04,48,57.14285714285714
2001,21,21,2,Bris,16.938,5.609,22.546999999999997,2,8,2,21,16,5,0,2445,1927,126.88,64,76.19047619047619
2001,21,21,3,Carl,5.812,12.553,18.365000000000002,6,2,3,21,13,8,0,2214,1770,125.08,52,61.904761904761905
2001,21,21,4,Coll,-1.381,0.249,-1.1320000000000001,8,9,10,21,10,11,0,2106,2005,105.04,40,47.61904761904761
2001,21,21,5,Ess,17.507,12.191,29.698,1,3,1,21,17,4,0,2465,1788,137.86,68,80.95238095238095
2001,21,21,6,Frem,-19.032,-14.208,-33.24,16,14,16,21,1,20,0,1674,2408,69.52,4,4.761904761904762
2001,21,21,7,Geel,-8.078,7.21,-0.8679999999999994,13,5,9,21,9,12,0,1899,1957,97.04,36,42.857142857142854
2001,21,21,8,Haw,-3.215,0.129,-3.086,11,10,12,21,13,8,0,2062,1952,105.64,52,61.904761904761905
2001,21,21,9,NM,6.367,-6.343,0.02400000000000002,5,11,8,21,9,12,0,2078,2245,92.56,36,42.857142857142854
2001,21,21,10,Melb,2.643,-6.851,-4.208,7,12,13,21,9,12,0,2003,2241,89.38,36,42.857142857142854
2001,21,21,11,Port,9.215,7.338,16.553,3,4,4,21,15,6,0,2310,1867,123.73,60,71.42857142857143
2001,21,21,12,Rich,-3.4,6.403,3.0029999999999997,12,7,7,21,14,7,0,2019,1890,106.83,56,66.66666666666666
2001,21,21,13,St K,-11.403,-20.323,-31.726,14,16,15,21,3,18,0,1828,2555,71.55,12,14.285714285714285
2001,21,21,14,Syd,-2.85,7.088,4.2379999999999995,10,6,6,21,12,9,0,2059,1740,118.33,48,57.14285714285714
2001,21,21,15,WC,-13.972,-15.047,-29.019,15,15,14,21,5,16,0,1657,2427,68.27,20,23.809523809523807
2001,21,21,16,WB,6.739,-9.68,-2.941,4,13,11,21,10,11,0,2182,2325,93.85,40,47.61904761904761
2001,22,22,1,Adel,-1.938,9.067,7.1290000000000004,9,3,5,22,12,10,0,2085,2026,102.91,48,54.54545454545454
2001,22,22,2,Bris,16.017,7.238,23.255,1,7,2,22,17,5,0,2538,1989,127.6,68,77.27272727272727
2001,22,22,3,Carl,7.734,15.29,23.024,4,1,3,22,14,8,0,2311,1797,128.6,56,63.63636363636363
2001,22,22,4,Coll,0.319,0.257,0.5760000000000001,8,9,8,22,11,11,0,2232,2088,106.9,44,50
2001,22,22,5,Ess,15.623,11.739,27.362000000000002,2,2,1,22,17,5,0,2548,1895,134.46,68,77.27272727272727
2001,22,22,6,Frem,-14.416,-14.16,-28.576,15,14,14,22,2,20,0,1794,2491,72.02,8,9.090909090909092
2001,22,22,7,Geel,-10.815,5.288,-5.526999999999999,14,8,12,22,9,13,0,1926,2054,93.77,36,40.909090909090914
2001,22,22,8,Haw,-5.587,-0.595,-6.1819999999999995,12,10,13,22,13,9,0,2149,2041,105.29,52,59.09090909090909
2001,22,22,9,NM,6.359,-8.043,-1.6839999999999993,5,12,9,22,9,13,0,2161,2371,91.14,36,40.909090909090914
2001,22,22,10,Melb,2.391,-5.813,-3.4219999999999997,7,11,10,22,10,12,0,2136,2364,90.36,40,45.45454545454545
2001,22,22,11,Port,11.913,8.561,20.474,3,4,4,22,16,6,0,2473,1918,128.94,64,72.72727272727273
2001,22,22,12,Rich,-2.948,8.287,5.339,10,5,6,22,15,7,0,2126,1973,107.75,60,68.18181818181817
2001,22,22,13,St K,-10.679,-17.951,-28.630000000000003,13,16,15,22,4,18,0,1917,2642,72.56,16,18.181818181818183
2001,22,22,14,Syd,-4.479,8.009,3.5300000000000002,11,6,7,22,12,10,0,2121,1833,115.71,48,54.54545454545454
2001,22,22,15,WC,-15.195,-17.745,-32.94,16,15,16,22,5,17,0,1708,2590,65.95,20,22.727272727272727
2001,22,22,16,WB,5.701,-9.429,-3.7280000000000006,6,13,11,22,10,12,0,2305,2458,93.78,40,45.45454545454545
2001,0,23,1,Adel,-2.503,7.159,4.656,10,6,5,23,12,11,0,2135,2144,99.58,48,52.17391304347826
2001,0,23,2,Bris,15.069,10.154,25.223,2,3,3,23,18,5,0,2626,2045,128.41,72,78.26086956521739
2001,0,23,3,Carl,9.641,15.855,25.496000000000002,3,1,2,23,15,8,0,2429,1847,131.51,60,65.21739130434783
2001,0,23,4,Coll,0.447,0.128,0.575,8,10,7,22,11,11,0,2232,2088,106.9,44,50
2001,0,23,5,Ess,15.796,12.916,28.712,1,2,1,23,18,5,0,2661,1938,137.31,72,78.26086956521739
2001,0,23,6,Frem,-14.287,-14.289,-28.576,15,14,14,22,2,20,0,1794,2491,72.02,8,9.090909090909092
2001,0,23,7,Geel,-10.687,5.159,-5.528,14,7,13,22,9,13,0,1926,2054,93.77,36,40.909090909090914
2001,0,23,8,Haw,-1.47,1.023,-0.44700000000000006,9,9,8,23,14,9,0,2278,2115,107.71,56,60.86956521739131
2001,0,23,9,NM,6.487,-8.171,-1.6839999999999993,5,12,9,22,9,13,0,2161,2371,91.14,36,40.909090909090914
2001,0,23,10,Melb,2.519,-5.941,-3.4219999999999997,7,11,11,22,10,12,0,2136,2364,90.36,40,45.45454545454545
2001,0,23,11,Port,8.996,9.509,18.505000000000003,4,4,4,23,16,7,0,2529,2006,126.07,64,69.56521739130434
2001,0,23,12,Rich,-4.125,8.114,3.9890000000000008,11,5,6,23,15,8,0,2169,2086,103.98,60,65.21739130434783
2001,0,23,13,St K,-10.55,-18.079,-28.629,13,16,15,22,4,18,0,1917,2642,72.56,16,18.181818181818183
2001,0,23,14,Syd,-6.097,3.893,-2.2040000000000006,12,8,10,23,12,11,0,2195,1962,111.88,48,52.17391304347826
2001,0,23,15,WC,-15.066,-17.873,-32.939,16,15,16,22,5,17,0,1708,2590,65.95,20,22.727272727272727
2001,0,23,16,WB,5.83,-9.557,-3.7270000000000003,6,13,12,22,10,12,0,2305,2458,93.78,40,45.45454545454545
2001,0,24,1,Adel,-2.076,6.732,4.656000000000001,10,6,6,23,12,11,0,2135,2144,99.58,48,52.17391304347826
2001,0,24,2,Bris,15.496,9.727,25.223,2,4,2,23,18,5,0,2626,2045,128.41,72,78.26086956521739
2001,0,24,3,Carl,7.937,16.825,24.762,3,1,3,24,15,9,0,2485,1914,129.83,60,62.5
2001,0,24,4,Coll,0.874,-0.299,0.575,8,10,8,22,11,11,0,2232,2088,106.9,44,50
2001,0,24,5,Ess,16.223,12.489,28.712,1,2,1,23,18,5,0,2661,1938,137.31,72,78.26086956521739
2001,0,24,6,Frem,-13.86,-14.716,-28.576,15,14,14,22,2,20,0,1794,2491,72.02,8,9.090909090909092
2001,0,24,7,Geel,-10.26,4.732,-5.528,14,7,13,22,9,13,0,1926,2054,93.77,36,40.909090909090914
2001,0,24,8,Haw,-0.825,4.117,3.292,9,8,7,24,15,9,0,2350,2184,107.6,60,62.5
2001,0,24,9,NM,6.914,-8.598,-1.684000000000001,4,12,9,22,9,13,0,2161,2371,91.14,36,40.909090909090914
2001,0,24,10,Melb,2.946,-6.368,-3.422,7,11,11,22,10,12,0,2136,2364,90.36,40,45.45454545454545
2001,0,24,11,Port,5.902,8.864,14.766000000000002,6,5,4,24,16,8,0,2598,2078,125.02,64,66.66666666666666
2001,0,24,12,Rich,-5.095,9.819,4.724000000000001,11,3,5,24,16,8,0,2236,2142,104.39,64,66.66666666666666
2001,0,24,13,St K,-10.123,-18.506,-28.628999999999998,13,16,15,22,4,18,0,1917,2642,72.56,16,18.181818181818183
2001,0,24,14,Syd,-5.67,3.466,-2.2039999999999997,12,9,10,23,12,11,0,2195,1962,111.88,48,52.17391304347826
2001,0,24,15,WC,-14.639,-18.3,-32.939,16,15,16,22,5,17,0,1708,2590,65.95,20,22.727272727272727
2001,0,24,16,WB,6.257,-9.984,-3.7270000000000003,5,13,12,22,10,12,0,2305,2458,93.78,40,45.45454545454545
2001,0,25,1,Adel,-1.953,6.61,4.657,10,7,6,23,12,11,0,2135,2144,99.58,48,52.17391304347826
2001,0,25,2,Bris,17.168,10.354,27.522,1,3,1,24,19,5,0,2762,2113,130.71,76,79.16666666666666
2001,0,25,3,Carl,8.059,16.702,24.761000000000003,3,1,3,24,15,9,0,2485,1914,129.83,60,62.5
2001,0,25,4,Coll,0.997,-0.421,0.5760000000000001,8,10,8,22,11,11,0,2232,2088,106.9,44,50
2001,0,25,5,Ess,13.669,12.451,26.12,2,2,2,24,19,5,0,2737,2005,136.51,76,79.16666666666666
2001,0,25,6,Frem,-13.738,-14.838,-28.576,15,14,14,22,2,20,0,1794,2491,72.02,8,9.090909090909092
2001,0,25,7,Geel,-10.137,4.61,-5.527,14,8,13,22,9,13,0,1926,2054,93.77,36,40.909090909090914
2001,0,25,8,Haw,-0.787,6.671,5.884,9,6,5,25,15,10,0,2417,2260,106.95,60,60
2001,0,25,9,NM,7.037,-8.721,-1.6840000000000002,4,12,9,22,9,13,0,2161,2371,91.14,36,40.909090909090914
2001,0,25,10,Melb,3.069,-6.491,-3.4219999999999997,7,11,11,22,10,12,0,2136,2364,90.36,40,45.45454545454545
2001,0,25,11,Port,6.025,8.741,14.766,6,4,4,24,16,8,0,2598,2078,125.02,64,66.66666666666666
2001,0,25,12,Rich,-5.722,8.148,2.4259999999999993,12,5,7,25,16,9,0,2304,2278,101.14,64,64
2001,0,25,13,St K,-10.001,-18.629,-28.630000000000003,13,16,15,22,4,18,0,1917,2642,72.56,16,18.181818181818183
2001,0,25,14,Syd,-5.548,3.343,-2.205,11,9,10,23,12,11,0,2195,1962,111.88,48,52.17391304347826
2001,0,25,15,WC,-14.517,-18.423,-32.94,16,15,16,22,5,17,0,1708,2590,65.95,20,22.727272727272727
2001,0,25,16,WB,6.379,-10.107,-3.7279999999999998,5,13,12,22,10,12,0,2305,2458,93.78,40,45.45454545454545
2001,0,26,1,Adel,-1.943,6.599,4.656000000000001,10,7,6,23,12,11,0,2135,2144,99.58,48,52.17391304347826
2001,0,26,2,Bris,18.925,12.259,31.184,1,2,1,25,20,5,0,2870,2195,130.75,80,80
2001,0,26,3,Carl,8.07,16.692,24.762,3,1,2,24,15,9,0,2485,1914,129.83,60,62.5
2001,0,26,4,Coll,1.007,-0.432,0.575,8,10,8,22,11,11,0,2232,2088,106.9,44,50
2001,0,26,5,Ess,11.765,10.693,22.458,2,3,3,25,19,6,0,2819,2113,133.41,76,76
2001,0,26,6,Frem,-13.727,-14.849,-28.576,15,14,14,22,2,20,0,1794,2491,72.02,8,9.090909090909092
2001,0,26,7,Geel,-10.127,4.599,-5.5280000000000005,14,8,13,22,9,13,0,1926,2054,93.77,36,40.909090909090914
2001,0,26,8,Haw,-0.776,6.66,5.884,9,6,5,25,15,10,0,2417,2260,106.95,60,60
2001,0,26,9,NM,7.047,-8.732,-1.6849999999999996,4,12,9,22,9,13,0,2161,2371,91.14,36,40.909090909090914
2001,0,26,10,Melb,3.079,-6.501,-3.422,7,11,11,22,10,12,0,2136,2364,90.36,40,45.45454545454545
2001,0,26,11,Port,6.035,8.731,14.766,6,4,4,24,16,8,0,2598,2078,125.02,64,66.66666666666666
2001,0,26,12,Rich,-5.711,8.137,2.426,12,5,7,25,16,9,0,2304,2278,101.14,64,64
2001,0,26,13,St K,-9.99,-18.639,-28.628999999999998,13,16,15,22,4,18,0,1917,2642,72.56,16,18.181818181818183
2001,0,26,14,Syd,-5.537,3.333,-2.2039999999999997,11,9,10,23,12,11,0,2195,1962,111.88,48,52.17391304347826
2001,0,26,15,WC,-14.506,-18.433,-32.939,16,15,16,22,5,17,0,1708,2590,65.95,20,22.727272727272727
2001,0,26,16,WB,6.39,-10.117,-3.727000000000001,5,13,12,22,10,12,0,2305,2458,93.78,40,45.45454545454545
2002,0,0,1,Adel,-1.245,4.23,2.9850000000000003,10,7,6,0,0,0,0,0,0,,0,
2002,0,0,2,Bris,12.131,7.858,19.989,1,2,1,0,0,0,0,0,0,,0,
2002,0,0,3,Carl,5.173,10.7,15.873,3,1,2,0,0,0,0,0,0,,0,
2002,0,0,4,Coll,0.646,-0.277,0.369,8,10,8,0,0,0,0,0,0,,0,
2002,0,0,5,Ess,7.541,6.854,14.395,2,3,3,0,0,0,0,0,0,,0,
2002,0,0,6,Frem,-8.799,-9.518,-18.317,15,14,14,0,0,0,0,0,0,,0,
2002,0,0,7,Geel,-6.491,2.948,-3.5429999999999997,14,8,13,0,0,0,0,0,0,,0,
2002,0,0,8,Haw,-0.498,4.269,3.771,9,6,5,0,0,0,0,0,0,,0,
2002,0,0,9,NM,4.517,-5.597,-1.08,4,12,9,0,0,0,0,0,0,,0,
2002,0,0,10,Melb,1.974,-4.167,-2.1929999999999996,7,11,11,0,0,0,0,0,0,,0,
2002,0,0,11,Port,3.868,5.596,9.464,6,4,4,0,0,0,0,0,0,,0,
2002,0,0,12,Rich,-3.661,5.216,1.5550000000000002,12,5,7,0,0,0,0,0,0,,0,
2002,0,0,13,St K,-6.404,-11.948,-18.352,13,16,15,0,0,0,0,0,0,,0,
2002,0,0,14,Syd,-3.549,2.136,-1.4129999999999998,11,9,10,0,0,0,0,0,0,,0,
2002,0,0,15,WC,-9.299,-11.816,-21.115000000000002,16,15,16,0,0,0,0,0,0,,0,
2002,0,0,16,WB,4.096,-6.485,-2.3890000000000002,5,13,12,0,0,0,0,0,0,,0,
2002,1,1,1,Adel,1.098,1.849,2.947,8,9,7,1,1,0,0,112,93,120.43,4,100
2002,1,1,2,Bris,10.606,7.23,17.836,2,3,2,1,1,0,0,110,87,126.44,4,100
2002,1,1,3,Carl,-4.029,12.701,8.672,12,1,3,1,0,1,0,65,89,73.03,0,0
2002,1,1,4,Coll,2.476,-6.053,-3.577,6,13,12,1,0,1,0,118,155,76.13,0,0
2002,1,1,5,Ess,11.847,8.25,20.097,1,2,1,1,1,0,0,126,76,165.79,4,100
2002,1,1,6,Frem,-8.205,-12.758,-20.963,15,16,16,1,0,1,0,118,137,86.13,0,0
2002,1,1,7,Geel,-7.887,-1.357,-9.244,14,10,13,1,0,1,0,76,126,60.32,0,0
