Year,Round,SeasonRoundNumber,TeamID,Team,RatingAtt,RatingDef,RatingOverall,RankAtt,RankDef,RankOverall,Matches,Wins,Losses,Draws,For,Against,Percentage,Points,MR
2012,13,13,9,NM,10.445,-8.091,2.354000000000001,4,15,11,12,6,6,0,1270,1233,103,24,50
2012,13,13,10,Melb,-13.543,-14.175,-27.718,16,16,16,12,2,10,0,834,1307,63.81,8,16.666666666666664
2012,13,13,11,Port,-8.362,-2.119,-10.481,13,13,13,12,4,8,0,954,1097,86.96,16,33.33333333333333
2012,13,13,12,Rich,7.512,3.449,10.960999999999999,8,10,8,12,6,6,0,1141,1050,108.67,24,50
2012,13,13,13,St K,11.895,5.616,17.511,2,7,3,12,6,6,0,1270,1044,121.65,24,50
2012,13,13,14,Syd,2.682,10.926,13.608,11,2,7,12,9,3,0,1193,881,135.41,36,75
2012,13,13,15,WC,11.604,12.284,23.887999999999998,3,1,2,12,9,3,0,1248,948,131.65,36,75
2012,13,13,16,WB,-10.447,-1.993,-12.44,15,12,15,12,5,7,0,899,1063,84.57,20,41.66666666666667
2012,13,13,19,GC,-23.241,-25.099,-48.34,17,18,17,12,0,12,0,781,1377,56.72,0,0
2012,13,13,20,GWS,-28.035,-21.652,-49.687,18,17,18,12,1,11,0,694,1408,49.29,4,8.333333333333332
2012,14,14,1,Adel,4.342,3.266,7.608,10,11,10,13,10,3,0,1324,1110,119.28,40,76.92307692307693
2012,14,14,2,Bris,-5.92,-2.162,-8.082,12,13,13,13,6,7,0,1125,1170,96.15,24,46.15384615384615
2012,14,14,3,Carl,3.47,5.368,8.838000000000001,11,8,9,13,6,7,0,1184,1105,107.15,24,46.15384615384615
2012,14,14,4,Coll,9.988,7.174,17.162,6,4,4,13,11,2,0,1294,1042,124.18,44,84.61538461538461
2012,14,14,5,Ess,11.786,6.502,18.288,3,6,3,13,10,3,0,1384,1000,138.4,40,76.92307692307693
2012,14,14,6,Frem,-10.087,6.384,-3.7029999999999994,14,7,12,13,6,7,0,1006,1108,90.79,24,46.15384615384615
2012,14,14,7,Geel,7.26,6.943,14.203,7,5,7,13,8,5,0,1227,1088,112.78,32,61.53846153846154
2012,14,14,8,Haw,20.63,12.039,32.669,1,2,1,13,9,4,0,1451,1046,138.72,36,69.23076923076923
2012,14,14,9,NM,11.753,-6.979,4.774,4,15,11,13,7,6,0,1406,1336,105.24,28,53.84615384615385
2012,14,14,10,Melb,-13.993,-16.551,-30.543999999999997,16,16,16,13,2,11,0,895,1429,62.63,8,15.384615384615385
2012,14,14,11,Port,-8.387,-1.849,-10.236,13,12,14,13,4,9,0,1015,1196,84.87,16,30.76923076923077
2012,14,14,12,Rich,5.893,4.793,10.686,8,9,8,13,6,7,0,1228,1156,106.23,24,46.15384615384615
2012,14,14,13,St K,10.783,4.308,15.091,5,10,6,13,6,7,0,1373,1180,116.36,24,46.15384615384615
2012,14,14,14,Syd,4.511,11.167,15.678,9,3,5,13,10,3,0,1325,919,144.18,40,76.92307692307693
2012,14,14,15,WC,12.111,12.219,24.33,2,1,2,13,10,3,0,1414,988,143.12,40,76.92307692307693
2012,14,14,16,WB,-12.688,-3.535,-16.223,15,14,15,13,5,8,0,955,1203,79.38,20,38.46153846153847
2012,14,14,19,GC,-23.176,-25.606,-48.782,17,18,17,13,0,13,0,821,1543,53.21,0,0
2012,14,14,20,GWS,-28.276,-23.481,-51.757000000000005,18,17,18,13,1,12,0,732,1540,47.53,4,7.6923076923076925
2012,15,15,1,Adel,6.357,5.125,11.482,9,9,7,14,11,3,0,1440,1168,123.29,44,78.57142857142857
2012,15,15,2,Bris,-5.971,-2.836,-8.807,12,12,13,14,6,8,0,1188,1280,92.81,24,42.857142857142854
2012,15,15,3,Carl,3.011,7.328,10.339,11,6,10,14,7,7,0,1269,1167,108.74,28,50
2012,15,15,4,Coll,8.028,7.633,15.661000000000001,6,4,6,14,11,3,0,1356,1127,120.32,44,78.57142857142857
2012,15,15,5,Ess,9.829,5.871,15.700000000000001,4,8,5,14,10,4,0,1446,1133,127.63,40,71.42857142857143
2012,15,15,6,Frem,-9.604,7.599,-2.004999999999999,13,5,12,14,7,7,0,1101,1165,94.51,28,50
2012,15,15,7,Geel,7.38,4.09,11.469999999999999,7,11,8,14,9,5,0,1337,1184,112.92,36,64.28571428571429
2012,15,15,8,Haw,24.782,12.688,37.47,1,2,1,14,10,4,0,1644,1077,152.65,40,71.42857142857143
2012,15,15,9,NM,9.563,-5.695,3.8680000000000003,5,15,11,14,7,7,0,1490,1422,104.78,28,50
2012,15,15,10,Melb,-13.856,-17.111,-30.967,15,16,16,14,2,12,0,973,1530,63.59,8,14.285714285714285
2012,15,15,11,Port,-10.246,-3.864,-14.11,14,13,14,14,4,10,0,1073,1312,81.78,16,28.57142857142857
2012,15,15,12,Rich,6.453,4.656,11.109,8,10,9,14,7,7,0,1329,1234,107.7,28,50
2012,15,15,13,St K,11.414,6.266,17.68,2,7,3,14,7,7,0,1506,1242,121.26,28,50
2012,15,15,14,Syd,5.185,11.218,16.403,10,3,4,14,11,3,0,1435,982,146.13,44,78.57142857142857
2012,15,15,15,WC,10.827,14.409,25.236,3,1,2,14,11,3,0,1500,1072,139.93,44,78.57142857142857
2012,15,15,16,WB,-13.904,-4.019,-17.923000000000002,16,14,15,14,5,9,0,1012,1298,77.97,20,35.714285714285715
2012,15,15,19,GC,-20.323,-25.727,-46.05,17,17,17,14,0,14,0,917,1653,55.47,0,0
2012,15,15,20,GWS,-28.926,-27.633,-56.559,18,18,18,14,1,13,0,763,1733,44.03,4,7.142857142857142
2012,16,16,1,Adel,10.34,5.035,15.375,5,9,6,15,12,3,0,1618,1227,131.87,48,80
2012,16,16,2,Bris,-5.931,-2.463,-8.394,12,12,13,15,6,9,0,1280,1385,92.42,24,40
2012,16,16,3,Carl,2.038,5.798,7.836,11,8,9,15,7,8,0,1365,1316,103.72,28,46.666666666666664
2012,16,16,4,Coll,7.402,7.449,14.850999999999999,9,4,7,15,12,3,0,1466,1206,121.56,48,80
2012,16,16,5,Ess,10.703,6.529,17.232,4,6,5,15,11,4,0,1573,1210,130,44,73.33333333333333
2012,16,16,6,Frem,-8.726,7.424,-1.3020000000000005,13,5,12,15,8,7,0,1218,1248,97.6,32,53.333333333333336
2012,16,16,7,Geel,7.565,4.716,12.281,8,10,8,15,9,6,0,1416,1294,109.43,36,60
2012,16,16,8,Haw,24.134,14.723,38.857,1,1,1,15,11,4,0,1760,1121,157,44,73.33333333333333
2012,16,16,9,NM,11.094,-4.722,6.371999999999999,2,14,10,15,8,7,0,1639,1518,107.97,32,53.333333333333336
2012,16,16,10,Melb,-13.68,-17.989,-31.669,15,16,16,15,2,13,0,1056,1647,64.12,8,13.333333333333334
2012,16,16,11,Port,-10.904,-4.738,-15.642,14,15,14,15,4,11,0,1150,1439,79.92,16,26.666666666666668
2012,16,16,12,Rich,2.406,3.581,5.987,10,11,11,15,7,8,0,1417,1324,107.02,28,46.666666666666664
2012,16,16,13,St K,11.041,6.226,17.267,3,7,4,15,8,7,0,1611,1334,120.76,32,53.333333333333336
2012,16,16,14,Syd,8.54,14.045,22.585,6,2,2,15,12,3,0,1556,1051,148.05,48,80
2012,16,16,15,WC,8,11.054,19.054000000000002,7,3,3,15,11,4,0,1569,1193,131.52,44,73.33333333333333
2012,16,16,16,WB,-15.938,-3.371,-19.309,16,13,15,15,5,10,0,1056,1414,74.68,20,33.33333333333333
2012,16,16,19,GC,-19.248,-21.68,-40.928,17,17,17,15,1,14,0,1007,1741,57.84,4,6.666666666666667
2012,16,16,20,GWS,-28.836,-31.616,-60.452,18,18,18,15,1,14,0,822,1911,43.01,4,6.666666666666667
2012,17,17,1,Adel,12.068,6.481,18.549,4,6,3,16,13,3,0,1742,1302,133.79,52,81.25
2012,17,17,2,Bris,-8.576,-2.002,-10.578,13,12,13,16,7,9,0,1339,1433,93.44,28,43.75
2012,17,17,3,Carl,0.745,5.303,6.048,11,8,10,16,8,8,0,1467,1400,104.79,32,50
2012,17,17,4,Coll,8.243,6.171,14.414000000000001,7,7,7,16,12,4,0,1557,1344,115.85,48,75
2012,17,17,5,Ess,7.715,4.673,12.388,8,10,8,16,11,5,0,1640,1344,122.02,44,68.75
2012,17,17,6,Frem,-5.445,7.869,2.4239999999999995,12,4,12,16,9,7,0,1350,1285,105.06,36,56.25
2012,17,17,7,Geel,9.421,7.703,17.124,6,5,5,16,10,6,0,1550,1361,113.89,40,62.5
2012,17,17,8,Haw,25.412,13.882,39.294,1,1,1,16,12,4,0,1898,1212,156.6,48,75
2012,17,17,9,NM,12.521,-4.511,8.010000000000002,2,15,9,16,9,7,0,1742,1617,107.73,36,56.25
2012,17,17,10,Melb,-15.906,-16.451,-32.357,16,16,16,16,2,14,0,1112,1731,64.24,8,12.5
2012,17,17,11,Port,-12.442,-2.512,-14.954,14,14,14,16,5,11,0,1234,1495,82.54,20,31.25
2012,17,17,12,Rich,2.195,2.153,4.348,10,11,11,16,7,9,0,1516,1427,106.24,28,43.75
2012,17,17,13,St K,12.313,5.153,17.466,3,9,4,16,8,8,0,1687,1439,117.23,32,50
2012,17,17,14,Syd,9.613,12.773,22.386,5,2,2,16,13,3,0,1661,1127,147.38,52,81.25
2012,17,17,15,WC,6.554,9.325,15.879,9,3,6,16,11,5,0,1644,1317,124.83,44,68.75
2012,17,17,16,WB,-15.443,-2.078,-17.521,15,13,15,16,5,11,0,1140,1516,75.2,20,31.25
2012,17,17,19,GC,-19.709,-19.036,-38.745000000000005,17,17,17,16,1,15,0,1055,1800,58.61,4,6.25
2012,17,17,20,GWS,-29.281,-34.898,-64.179,18,18,18,16,1,15,0,859,2043,42.05,4,6.25
2012,18,18,1,Adel,10.909,7.207,18.116,4,7,4,17,13,4,0,1817,1404,129.42,52,76.47058823529412
2012,18,18,2,Bris,-8.832,-3.922,-12.754000000000001,13,14,13,17,7,10,0,1416,1608,88.06,28,41.17647058823529
2012,18,18,3,Carl,0.587,5.473,6.06,11,9,10,17,9,8,0,1562,1491,104.76,36,52.94117647058824
2012,18,18,4,Coll,10.614,6.412,17.026,5,8,7,17,13,4,0,1731,1398,123.82,52,76.47058823529412
2012,18,18,5,Ess,7.96,-0.214,7.7459999999999996,9,11,9,17,11,6,0,1726,1524,113.25,44,64.70588235294117
2012,18,18,6,Frem,-6.53,9.587,3.0569999999999995,12,3,12,17,10,7,0,1425,1333,106.9,40,58.82352941176471
2012,18,18,7,Geel,8.696,8.862,17.558,7,5,6,17,11,6,0,1652,1436,115.04,44,64.70588235294117
2012,18,18,8,Haw,30.299,13.638,43.937,1,2,1,17,13,4,0,2078,1298,160.09,52,76.47058823529412
2012,18,18,9,NM,12.677,-3.104,9.573,3,13,8,17,10,7,0,1869,1690,110.59,40,58.82352941176471
2012,18,18,10,Melb,-17.314,-16.606,-33.92,15,16,16,17,2,15,0,1185,1858,63.78,8,11.76470588235294
2012,18,18,11,Port,-14.159,-1.427,-15.586,14,12,14,17,5,12,0,1282,1570,81.66,20,29.411764705882355
2012,18,18,12,Rich,2.026,2.311,4.337,10,10,11,17,7,10,0,1607,1522,105.58,28,41.17647058823529
2012,18,18,13,St K,14.513,7.903,22.416,2,6,3,17,9,8,0,1805,1481,121.88,36,52.94117647058824
2012,18,18,14,Syd,9.43,14.698,24.128,6,1,2,17,14,3,0,1787,1181,151.31,56,82.35294117647058
2012,18,18,15,WC,8.473,9.582,18.055,8,4,5,17,12,5,0,1819,1394,130.49,48,70.58823529411765
2012,18,18,16,WB,-18.193,-4.278,-22.471,16,15,15,17,5,12,0,1182,1634,72.34,20,29.411764705882355
2012,18,18,19,GC,-21.634,-18.853,-40.487,17,17,17,17,1,16,0,1109,1926,57.58,4,5.88235294117647
2012,18,18,20,GWS,-29.522,-37.269,-66.791,18,18,18,17,1,16,0,913,2217,41.18,4,5.88235294117647
2012,19,19,1,Adel,10.074,6.856,16.93,6,7,6,18,14,4,0,1921,1504,127.73,56,77.77777777777779
2012,19,19,2,Bris,-8.215,-5.74,-13.955,13,15,13,18,7,11,0,1500,1740,86.21,28,38.88888888888889
2012,19,19,3,Carl,0.39,5.849,6.239,11,9,11,18,9,9,0,1633,1584,103.09,36,50
2012,19,19,4,Coll,11.94,8.47,20.41,4,5,3,18,14,4,0,1822,1483,122.86,56,77.77777777777779
2012,19,19,5,Ess,8.31,0.621,8.931000000000001,8,11,9,18,11,7,0,1826,1628,112.16,44,61.111111111111114
2012,19,19,6,Frem,-4.012,11.379,7.367,12,3,10,18,11,7,0,1538,1381,111.37,44,61.111111111111114
2012,19,19,7,Geel,10.165,8.514,18.679,5,4,5,18,12,6,0,1770,1552,114.05,48,66.66666666666666
2012,19,19,8,Haw,30.647,12.169,42.816,1,2,1,18,13,5,0,2194,1416,154.94,52,72.22222222222221
2012,19,19,9,NM,12.214,-2.451,9.763,3,12,8,18,11,7,0,1984,1751,113.31,44,61.111111111111114
2012,19,19,10,Melb,-17.129,-15.489,-32.618,15,16,16,18,3,15,0,1293,1924,67.2,12,16.666666666666664
2012,19,19,11,Port,-16.809,-2.938,-19.747,14,13,14,18,5,13,0,1355,1677,80.8,20,27.77777777777778
2012,19,19,12,Rich,3.844,1.694,5.538,10,10,12,18,8,10,0,1739,1606,108.28,32,44.44444444444444
2012,19,19,13,St K,12.455,6.577,19.032,2,8,4,18,9,9,0,1890,1572,120.23,36,50
2012,19,19,14,Syd,9.053,14.895,23.948,7,1,2,18,15,3,0,1880,1252,150.16,60,83.33333333333334
2012,19,19,15,WC,6.682,7.063,13.745000000000001,9,6,7,18,12,6,0,1867,1507,123.89,48,66.66666666666666
2012,19,19,16,WB,-18.845,-3.815,-22.66,16,14,15,18,5,13,0,1243,1749,71.07,20,27.77777777777778
2012,19,19,19,GC,-22.751,-19.037,-41.788,17,17,17,18,1,17,0,1175,2034,57.77,4,5.555555555555555
2012,19,19,20,GWS,-28.011,-34.619,-62.629999999999995,18,18,18,18,2,16,0,1020,2290,44.54,8,11.11111111111111
2012,20,20,1,Adel,13.115,6.573,19.688000000000002,2,7,3,19,15,4,0,2040,1595,127.9,60,78.94736842105263
2012,20,20,2,Bris,-6.377,-5.71,-12.087,13,14,13,19,7,12,0,1577,1853,85.11,28,36.84210526315789
2012,20,20,3,Carl,0.361,4.011,4.372,11,9,12,19,10,9,0,1746,1661,105.12,40,52.63157894736842
2012,20,20,4,Coll,10.069,9.07,19.139000000000003,5,4,4,19,15,4,0,1900,1553,122.34,60,78.94736842105263
2012,20,20,5,Ess,5.863,0.877,6.74,9,11,10,19,11,8,0,1902,1728,110.07,44,57.89473684210527
2012,20,20,6,Frem,-3.728,8.337,4.609,12,5,11,19,11,8,0,1629,1500,108.6,44,57.89473684210527
2012,20,20,7,Geel,9.493,9.613,19.106,6,3,5,19,12,7,0,1867,1654,112.88,48,63.1578947368421
2012,20,20,8,Haw,32.298,11.284,43.582,1,2,1,19,14,5,0,2353,1503,156.55,56,73.68421052631578
2012,20,20,9,NM,11.958,-0.005,11.953,3,12,8,19,12,7,0,2084,1827,114.07,48,63.1578947368421
2012,20,20,10,Melb,-16.369,-13.621,-29.990000000000002,15,16,16,19,3,16,0,1375,2031,67.7,12,15.789473684210526
2012,20,20,11,Port,-15.924,-4.589,-20.512999999999998,14,13,14,19,5,14,0,1442,1836,78.54,20,26.31578947368421
2012,20,20,12,Rich,7.291,2.2,9.491,8,10,9,19,9,10,0,1889,1686,112.04,36,47.368421052631575
2012,20,20,13,St K,10.587,5.816,16.403,4,8,6,19,10,9,0,1997,1654,120.74,40,52.63157894736842
2012,20,20,14,Syd,8.453,16.766,25.218999999999998,7,1,2,19,15,4,0,1950,1330,146.62,60,78.94736842105263
2012,20,20,15,WC,5.583,7.735,13.318000000000001,10,6,7,19,13,6,0,1969,1604,122.76,52,68.42105263157895
2012,20,20,16,WB,-19.351,-7.261,-26.612,16,15,15,19,5,14,0,1323,1899,69.67,20,26.31578947368421
2012,20,20,19,GC,-24.427,-18.152,-42.579,17,17,17,19,2,17,0,1284,2113,60.77,8,10.526315789473683
2012,20,20,20,GWS,-28.896,-32.944,-61.84,18,18,18,19,2,17,0,1099,2399,45.81,8,10.526315789473683
2012,21,21,1,Adel,12.103,5.134,17.237000000000002,3,8,4,20,15,5,0,2125,1690,125.74,60,75
2012,21,21,2,Bris,-4.938,-4.698,-9.636,13,13,13,20,8,12,0,1672,1938,86.27,32,40
2012,21,21,3,Carl,4.077,6.151,10.228,10,7,9,20,11,9,0,1902,1721,110.52,44,55.00000000000001
2012,21,21,4,Coll,7.56,8.571,16.131,7,6,5,20,15,5,0,1961,1644,119.28,60,75
2012,21,21,5,Ess,3.724,-2.84,0.8840000000000003,11,12,12,20,11,9,0,1962,1884,104.14,44,55.00000000000001
2012,21,21,6,Frem,-2.477,10.336,7.859,12,3,10,20,12,8,0,1723,1572,109.61,48,60
2012,21,21,7,Geel,11.812,9.758,21.57,4,4,3,20,13,7,0,1990,1735,114.7,52,65
2012,21,21,8,Haw,30.55,11.232,41.782,1,2,1,20,15,5,0,2482,1568,158.29,60,75
2012,21,21,9,NM,12.457,2.504,14.961,2,10,7,20,13,7,0,2175,1888,115.2,52,65
2012,21,21,10,Melb,-17.069,-11.309,-28.378,15,16,15,20,4,16,0,1459,2090,69.81,16,20
2012,21,21,11,Port,-16.856,-5.38,-22.236,14,14,14,20,5,15,0,1492,1934,77.15,20,25
2012,21,21,12,Rich,5.292,0.948,6.24,9,11,11,20,9,11,0,1961,1780,110.17,36,45
2012,21,21,13,St K,10.442,3.497,13.939,6,9,8,20,10,10,0,2078,1777,116.94,40,50
2012,21,21,14,Syd,11.155,16.038,27.192999999999998,5,1,2,20,16,4,0,2117,1415,149.61,64,80
2012,21,21,15,WC,6.374,8.667,15.041,8,5,6,20,14,6,0,2067,1654,124.97,56,70
2012,21,21,16,WB,-18.622,-9.963,-28.585,16,15,16,20,5,15,0,1408,2066,68.15,20,25
2012,21,21,19,GC,-24.375,-16.404,-40.778999999999996,17,17,17,20,2,18,0,1349,2242,60.17,8,10
2012,21,21,20,GWS,-31.208,-32.243,-63.451,18,18,18,20,2,18,0,1158,2483,46.64,8,10
2012,22,22,1,Adel,15.252,4.298,19.55,2,9,4,21,16,5,0,2275,1771,128.46,64,76.19047619047619
2012,22,22,2,Bris,-5.378,-3.715,-9.093,13,12,13,21,9,12,0,1776,2031,87.44,36,42.857142857142854
2012,22,22,3,Carl,4.502,5.012,9.514,10,7,10,21,11,10,0,1988,1819,109.29,44,52.38095238095239
2012,22,22,4,Coll,5.404,6.853,12.257,9,6,8,21,15,6,0,2019,1751,115.31,60,71.42857142857143
2012,22,22,5,Ess,0.607,-5.079,-4.4719999999999995,12,14,12,21,11,10,0,2019,1986,101.66,44,52.38095238095239
2012,22,22,6,Frem,0.662,12.747,13.409,11,2,7,21,13,8,0,1855,1651,112.36,52,61.904761904761905
2012,22,22,7,Geel,10.257,9.486,19.743000000000002,4,5,3,21,14,7,0,2097,1808,115.98,56,66.66666666666666
2012,22,22,8,Haw,30.475,11.581,42.056,1,3,1,21,16,5,0,2584,1663,155.38,64,76.19047619047619
2012,22,22,9,NM,10.047,-0.634,9.413,5,11,11,21,13,8,0,2254,2020,111.58,52,61.904761904761905
2012,22,22,10,Melb,-16.233,-14.459,-30.692,14,16,16,21,4,17,0,1540,2240,68.75,16,19.047619047619047
2012,22,22,11,Port,-17.839,-4.94,-22.779,15,13,14,21,5,16,0,1585,2038,77.77,20,23.809523809523807
2012,22,22,12,Rich,7.531,4.065,11.596,8,10,9,21,10,11,0,2063,1837,112.3,40,47.61904761904761
2012,22,22,13,St K,10.008,4.897,14.905,6,8,6,21,11,10,0,2241,1812,123.68,44,52.38095238095239
2012,22,22,14,Syd,10.807,16.112,26.918999999999997,3,1,2,21,16,5,0,2212,1517,145.81,64,76.19047619047619
2012,22,22,15,WC,8.092,10.822,18.914,7,4,5,21,15,6,0,2174,1712,126.99,60,71.42857142857143
2012,22,22,16,WB,-18.35,-8.409,-26.759,16,15,15,21,5,16,0,1481,2173,68.15,20,23.809523809523807
2012,22,22,19,GC,-23.237,-16.829,-40.066,17,17,17,21,3,18,0,1447,2328,62.16,12,14.285714285714285
2012,22,22,20,GWS,-32.608,-31.809,-64.417,18,18,18,21,2,19,0,1193,2646,45.09,8,9.523809523809524
2012,23,23,1,Adel,17.584,4.033,21.617,2,8,3,22,17,5,0,2428,1833,132.46,68,77.27272727272727
2012,23,23,2,Bris,-3.825,-2.521,-6.346,13,12,13,22,10,12,0,1904,2092,91.01,40,45.45454545454545
2012,23,23,3,Carl,5.922,5.103,11.024999999999999,9,7,9,22,11,11,0,2079,1925,108,44,50
2012,23,23,4,Coll,6.25,7.807,14.057,8,6,7,22,16,6,0,2123,1823,116.46,64,72.72727272727273
2012,23,23,5,Ess,-0.347,-5.925,-6.272,12,14,12,22,11,11,0,2091,2090,100.05,44,50
2012,23,23,6,Frem,0.615,13.539,14.154,11,2,6,22,14,8,0,1956,1691,115.67,56,63.63636363636363
2012,23,23,7,Geel,11.194,9.751,20.945,3,5,4,22,15,7,0,2209,1886,117.13,60,68.18181818181817
2012,23,23,8,Haw,28.346,12.428,40.774,1,4,1,22,17,5,0,2679,1733,154.59,68,77.27272727272727
2012,23,23,9,NM,7.614,-1.647,5.967,6,11,11,22,14,8,0,2359,2097,112.49,56,63.63636363636363
2012,23,23,10,Melb,-17.025,-14.412,-31.436999999999998,15,16,16,22,4,18,0,1580,2341,67.49,16,18.181818181818183
2012,23,23,11,Port,-15.816,-3.305,-19.121000000000002,14,13,14,22,5,16,1,1691,2144,78.87,22,25
2012,23,23,12,Rich,5.896,2.043,7.939,10,10,10,22,10,11,1,2169,1943,111.63,42,47.72727272727273
2012,23,23,13,St K,9.917,3.478,13.395,5,9,8,22,12,10,0,2347,1903,123.33,48,54.54545454545454
2012,23,23,14,Syd,10.541,15.176,25.717,4,1,2,22,16,6,0,2290,1629,140.58,64,72.72727272727273
2012,23,23,15,WC,7.244,12.951,20.195,7,3,5,22,15,7,0,2244,1807,124.18,60,68.18181818181817
2012,23,23,16,WB,-19.543,-9.961,-29.503999999999998,16,15,15,22,5,17,0,1542,2301,67.01,20,22.727272727272727
2012,23,23,19,GC,-22.972,-19.161,-42.133,17,17,17,22,3,19,0,1509,2481,60.82,12,13.636363636363635
2012,23,23,20,GWS,-31.595,-29.376,-60.971000000000004,18,18,18,22,2,20,0,1270,2751,46.17,8,9.090909090909092
2012,0,24,1,Adel,14.054,6.758,20.812,2,6,4,23,17,6,0,2470,1904,129.73,68,73.91304347826086
2012,0,24,2,Bris,-3.799,-2.548,-6.3469999999999995,13,11,13,22,10,12,0,1904,2092,91.01,40,45.45454545454545
2012,0,24,3,Carl,5.949,5.076,11.024999999999999,8,8,9,22,11,11,0,2079,1925,108,44,50
2012,0,24,4,Coll,5.514,6.227,11.741,10,7,8,23,16,7,0,2220,1958,113.38,64,69.56521739130434
2012,0,24,5,Ess,-0.32,-5.951,-6.271,12,14,12,22,11,11,0,2091,2090,100.05,44,50
2012,0,24,6,Frem,2.132,13.808,15.94,11,2,6,23,15,8,0,2052,1771,115.87,60,65.21739130434783
2012,0,24,7,Geel,10.925,8.234,19.159,4,5,5,23,15,8,0,2289,1982,115.49,60,65.21739130434783
2012,0,24,8,Haw,29.926,13.164,43.089999999999996,1,3,1,23,18,5,0,2814,1830,153.77,72,78.26086956521739
2012,0,24,9,NM,7.651,-5.505,2.146,7,13,11,23,14,9,0,2425,2259,107.35,56,60.86956521739131
2012,0,24,10,Melb,-16.998,-14.439,-31.437,15,16,16,22,4,18,0,1580,2341,67.49,16,18.181818181818183
2012,0,24,11,Port,-15.79,-3.331,-19.121,14,12,14,22,5,16,1,1691,2144,78.87,22,25
2012,0,24,12,Rich,5.922,2.016,7.938,9,10,10,22,10,11,1,2169,1943,111.63,42,47.72727272727273
2012,0,24,13,St K,9.944,3.451,13.395000000000001,5,9,7,22,12,10,0,2347,1903,123.33,48,54.54545454545454
2012,0,24,14,Syd,7.817,18.706,26.523,6,1,2,23,17,6,0,2361,1671,141.29,68,73.91304347826086
2012,0,24,15,WC,11.103,12.914,24.017,3,4,3,23,16,7,0,2406,1873,128.46,64,69.56521739130434
2012,0,24,16,WB,-19.517,-9.988,-29.505,16,15,15,22,5,17,0,1542,2301,67.01,20,22.727272727272727
2012,0,24,19,GC,-22.945,-19.187,-42.132000000000005,17,17,17,22,3,19,0,1509,2481,60.82,12,13.636363636363635
2012,0,24,20,GWS,-31.568,-29.403,-60.971000000000004,18,18,18,22,2,20,0,1270,2751,46.17,8,9.090909090909092
2012,0,25,1,Adel,12.375,8.199,20.573999999999998,2,6,4,24,18,6,0,2551,1975,129.16,72,75
2012,0,25,2,Bris,-3.346,-3.001,-6.3469999999999995,13,11,13,22,10,12,0,1904,2092,91.01,40,45.45454545454545
2012,0,25,3,Carl,6.401,4.624,11.024999999999999,8,8,9,22,11,11,0,2079,1925,108,44,50
2012,0,25,4,Coll,4.88,8.81,13.690000000000001,10,5,7,24,17,7,0,2293,2018,113.63,68,70.83333333333334
2012,0,25,5,Ess,0.133,-6.404,-6.271,12,14,12,22,11,11,0,2091,2090,100.05,44,50
2012,0,25,6,Frem,0.691,15.487,16.178,11,2,6,24,15,9,0,2123,1852,114.63,60,62.5
2012,0,25,7,Geel,11.377,7.781,19.158,3,7,5,23,15,8,0,2289,1982,115.49,60,65.21739130434783
2012,0,25,8,Haw,30.379,12.712,43.091,1,4,1,23,18,5,0,2814,1830,153.77,72,78.26086956521739
2012,0,25,9,NM,8.104,-5.958,2.145999999999999,7,13,11,23,14,9,0,2425,2259,107.35,56,60.86956521739131
2012,0,25,10,Melb,-16.546,-14.892,-31.438,15,16,16,22,4,18,0,1580,2341,67.49,16,18.181818181818183
2012,0,25,11,Port,-15.337,-3.784,-19.121,14,12,14,22,5,16,1,1691,2144,78.87,22,25
2012,0,25,12,Rich,6.375,1.563,7.938,9,10,10,22,10,11,1,2169,1943,111.63,42,47.72727272727273
2012,0,25,13,St K,10.396,2.998,13.394000000000002,4,9,8,22,12,10,0,2347,1903,123.33,48,54.54545454545454
2012,0,25,14,Syd,8.269,18.254,26.523000000000003,6,1,2,23,17,6,0,2361,1671,141.29,68,73.91304347826086
2012,0,25,15,WC,8.52,13.548,22.067999999999998,5,3,3,24,16,8,0,2466,1946,126.72,64,66.66666666666666
2012,0,25,16,WB,-19.064,-10.441,-29.505000000000003,16,15,15,22,5,17,0,1542,2301,67.01,20,22.727272727272727
2012,0,25,19,GC,-22.493,-19.64,-42.132999999999996,17,17,17,22,3,19,0,1509,2481,60.82,12,13.636363636363635
2012,0,25,20,GWS,-31.116,-29.856,-60.972,18,18,18,22,2,20,0,1270,2751,46.17,8,9.090909090909092
2012,0,26,1,Adel,11.76,8.436,20.195999999999998,2,5,4,25,18,7,0,2643,2072,127.56,72,72
2012,0,26,2,Bris,-3.353,-2.993,-6.346,13,11,13,22,10,12,0,1904,2092,91.01,40,45.45454545454545
2012,0,26,3,Carl,6.394,4.631,11.025,8,8,9,22,11,11,0,2079,1925,108,44,50
2012,0,26,4,Coll,4.254,7.23,11.484,10,7,8,25,17,8,0,2363,2114,111.78,68,68
2012,0,26,5,Ess,0.125,-6.397,-6.272,12,14,12,22,11,11,0,2091,2090,100.05,44,50
2012,0,26,6,Frem,0.684,15.494,16.178,11,2,6,24,15,9,0,2123,1852,114.63,60,62.5
2012,0,26,7,Geel,11.37,7.788,19.158,3,6,5,23,15,8,0,2289,1982,115.49,60,65.21739130434783
2012,0,26,8,Haw,30.141,13.326,43.467,1,4,1,24,19,5,0,2911,1922,151.46,76,79.16666666666666
2012,0,26,9,NM,8.097,-5.951,2.146,7,13,11,23,14,9,0,2425,2259,107.35,56,60.86956521739131
